,INSTRUMENT,TRADE_PRICE,TRADE_TIME
0,PETR4,14.09,1900-01-01 10:15:00
1,PETR4,14.18,1900-01-01 10:30:00
2,PETR4,14.14,1900-01-01 10:45:00
3,PETR4,14.2,1900-01-01 11:00:00
4,PETR4,14.23,1900-01-01 11:15:00
5,PETR4,14.2,1900-01-01 11:30:00
6,PETR4,14.25,1900-01-01 11:45:00
7,PETR4,14.22,1900-01-01 12:00:00
8,PETR4,14.23,1900-01-01 12:15:00
9,PETR4,14.18,1900-01-01 12:30:00
10,PETR4,14.2,1900-01-01 12:45:00
11,PETR4,14.18,1900-01-01 13:00:00
12,PETR4,14.2,1900-01-01 13:15:00
13,PETR4,14.28,1900-01-01 13:30:00
14,PETR4,14.28,1900-01-01 13:45:00
15,PETR4,14.31,1900-01-01 14:00:00
16,PETR4,14.32,1900-01-01 14:15:00
17,PETR4,14.31,1900-01-01 14:30:00
18,PETR4,14.33,1900-01-01 14:45:00
19,PETR4,14.21,1900-01-01 15:00:00
20,PETR4,14.2,1900-01-01 15:15:00
21,PETR4,13.98,1900-01-01 15:30:00
22,PETR4,13.96,1900-01-01 15:45:00
23,PETR4,13.91,1900-01-01 16:00:00
24,PETR4,13.98,1900-01-01 16:15:00
25,PETR4,13.96,1900-01-01 16:30:00
26,PETR4,14.0,1900-01-01 16:45:00
27,PETR4,13.98,1900-01-01 17:00:00
28,PETR4,13.99,1900-01-01 17:15:00
29,PETR4,13.99,1900-01-01 17:30:00
30,PETR4,14.03,1900-01-01 17:45:00
31,PETR4,14.02,1900-01-01 18:00:00
96,PETR4,14.04,1900-01-01 10:15:00
97,PETR4,13.99,1900-01-01 10:30:00
98,PETR4,14.07,1900-01-01 10:45:00
99,PETR4,14.17,1900-01-01 11:00:00
100,PETR4,14.17,1900-01-01 11:15:00
101,PETR4,14.17,1900-01-01 11:30:00
102,PETR4,14.13,1900-01-01 11:45:00
103,PETR4,14.08,1900-01-01 12:00:00
104,PETR4,14.1,1900-01-01 12:15:00
105,PETR4,14.06,1900-01-01 12:30:00
106,PETR4,14.11,1900-01-01 12:45:00
107,PETR4,14.13,1900-01-01 13:00:00
108,PETR4,14.11,1900-01-01 13:15:00
109,PETR4,14.13,1900-01-01 13:30:00
110,PETR4,14.12,1900-01-01 13:45:00
111,PETR4,14.11,1900-01-01 14:00:00
112,PETR4,14.16,1900-01-01 14:15:00
113,PETR4,14.15,1900-01-01 14:30:00
114,PETR4,14.16,1900-01-01 14:45:00
115,PETR4,14.13,1900-01-01 15:00:00
116,PETR4,14.13,1900-01-01 15:15:00
117,PETR4,14.15,1900-01-01 15:30:00
118,PETR4,14.2,1900-01-01 15:45:00
119,PETR4,14.24,1900-01-01 16:00:00
120,PETR4,14.2,1900-01-01 16:15:00
121,PETR4,14.13,1900-01-01 16:30:00
122,PETR4,14.21,1900-01-01 16:45:00
123,PETR4,14.15,1900-01-01 17:00:00
124,PETR4,14.16,1900-01-01 17:15:00
125,PETR4,14.16,1900-01-01 17:30:00
126,PETR4,14.08,1900-01-01 17:45:00
127,PETR4,14.06,1900-01-01 18:00:00
192,PETR4,13.9,1900-01-01 10:15:00
193,PETR4,13.81,1900-01-01 10:30:00
194,PETR4,13.85,1900-01-01 10:45:00
195,PETR4,13.85,1900-01-01 11:00:00
196,PETR4,13.96,1900-01-01 11:15:00
197,PETR4,13.91,1900-01-01 11:30:00
198,PETR4,13.82,1900-01-01 11:45:00
199,PETR4,13.81,1900-01-01 12:00:00
200,PETR4,13.81,1900-01-01 12:15:00
201,PETR4,13.74,1900-01-01 12:30:00
202,PETR4,13.77,1900-01-01 12:45:00
203,PETR4,13.64,1900-01-01 13:00:00
204,PETR4,13.65,1900-01-01 13:15:00
205,PETR4,13.67,1900-01-01 13:30:00
206,PETR4,13.65,1900-01-01 13:45:00
207,PETR4,13.69,1900-01-01 14:00:00
208,PETR4,13.64,1900-01-01 14:15:00
209,PETR4,13.63,1900-01-01 14:30:00
210,PETR4,13.63,1900-01-01 14:45:00
211,PETR4,13.58,1900-01-01 15:00:00
212,PETR4,13.62,1900-01-01 15:15:00
213,PETR4,13.65,1900-01-01 15:30:00
214,PETR4,13.61,1900-01-01 15:45:00
215,PETR4,13.61,1900-01-01 16:00:00
216,PETR4,13.65,1900-01-01 16:15:00
217,PETR4,13.63,1900-01-01 16:30:00
218,PETR4,13.62,1900-01-01 16:45:00
219,PETR4,13.61,1900-01-01 17:00:00
220,PETR4,13.6,1900-01-01 17:15:00
221,PETR4,13.6,1900-01-01 17:30:00
222,PETR4,13.62,1900-01-01 17:45:00
223,PETR4,13.62,1900-01-01 18:00:00
288,PETR4,13.73,1900-01-01 10:15:00
289,PETR4,13.75,1900-01-01 10:30:00
290,PETR4,13.76,1900-01-01 10:45:00
291,PETR4,13.93,1900-01-01 11:00:00
292,PETR4,13.99,1900-01-01 11:15:00
293,PETR4,14.0,1900-01-01 11:30:00
294,PETR4,14.01,1900-01-01 11:45:00
295,PETR4,13.99,1900-01-01 12:00:00
296,PETR4,13.93,1900-01-01 12:15:00
297,PETR4,14.01,1900-01-01 12:30:00
298,PETR4,14.1,1900-01-01 12:45:00
299,PETR4,14.04,1900-01-01 13:00:00
300,PETR4,14.02,1900-01-01 13:15:00
301,PETR4,14.04,1900-01-01 13:30:00
302,PETR4,14.0,1900-01-01 13:45:00
303,PETR4,14.01,1900-01-01 14:00:00
304,PETR4,14.05,1900-01-01 14:15:00
305,PETR4,14.07,1900-01-01 14:30:00
306,PETR4,14.06,1900-01-01 14:45:00
307,PETR4,14.05,1900-01-01 15:00:00
308,PETR4,14.02,1900-01-01 15:15:00
309,PETR4,14.03,1900-01-01 15:30:00
310,PETR4,14.03,1900-01-01 15:45:00
311,PETR4,14.08,1900-01-01 16:00:00
312,PETR4,14.1,1900-01-01 16:15:00
313,PETR4,14.15,1900-01-01 16:30:00
314,PETR4,14.16,1900-01-01 16:45:00
315,PETR4,14.18,1900-01-01 17:00:00
316,PETR4,14.21,1900-01-01 17:15:00
317,PETR4,14.21,1900-01-01 17:30:00
318,PETR4,14.2,1900-01-01 17:45:00
319,PETR4,14.19,1900-01-01 18:00:00
384,PETR4,14.14,1900-01-01 10:15:00
385,PETR4,14.24,1900-01-01 10:30:00
386,PETR4,14.32,1900-01-01 10:45:00
387,PETR4,14.3,1900-01-01 11:00:00
388,PETR4,14.28,1900-01-01 11:15:00
389,PETR4,14.28,1900-01-01 11:30:00
390,PETR4,14.32,1900-01-01 11:45:00
391,PETR4,14.21,1900-01-01 12:00:00
392,PETR4,14.11,1900-01-01 12:15:00
393,PETR4,14.04,1900-01-01 12:30:00
394,PETR4,14.11,1900-01-01 12:45:00
395,PETR4,14.11,1900-01-01 13:00:00
396,PETR4,14.04,1900-01-01 13:15:00
397,PETR4,14.05,1900-01-01 13:30:00
398,PETR4,14.11,1900-01-01 13:45:00
399,PETR4,14.09,1900-01-01 14:00:00
400,PETR4,14.09,1900-01-01 14:15:00
401,PETR4,14.11,1900-01-01 14:30:00
402,PETR4,14.1,1900-01-01 14:45:00
403,PETR4,14.11,1900-01-01 15:00:00
404,PETR4,14.13,1900-01-01 15:15:00
405,PETR4,14.08,1900-01-01 15:30:00
406,PETR4,14.06,1900-01-01 15:45:00
407,PETR4,14.1,1900-01-01 16:00:00
408,PETR4,14.04,1900-01-01 16:15:00
409,PETR4,14.02,1900-01-01 16:30:00
410,PETR4,14.04,1900-01-01 16:45:00
411,PETR4,14.02,1900-01-01 17:00:00
412,PETR4,14.08,1900-01-01 17:15:00
413,PETR4,14.08,1900-01-01 17:30:00
414,PETR4,14.04,1900-01-01 17:45:00
415,PETR4,14.08,1900-01-01 18:00:00
480,PETR4,14.18,1900-01-01 10:15:00
481,PETR4,14.13,1900-01-01 10:30:00
482,PETR4,14.05,1900-01-01 10:45:00
483,PETR4,14.09,1900-01-01 11:00:00
484,PETR4,14.17,1900-01-01 11:15:00
485,PETR4,14.13,1900-01-01 11:30:00
486,PETR4,14.19,1900-01-01 11:45:00
487,PETR4,14.14,1900-01-01 12:00:00
488,PETR4,14.17,1900-01-01 12:15:00
489,PETR4,14.17,1900-01-01 12:30:00
490,PETR4,14.17,1900-01-01 12:45:00
491,PETR4,14.22,1900-01-01 13:00:00
492,PETR4,14.23,1900-01-01 13:15:00
493,PETR4,14.18,1900-01-01 13:30:00
494,PETR4,14.2,1900-01-01 13:45:00
495,PETR4,14.2,1900-01-01 14:00:00
496,PETR4,14.15,1900-01-01 14:15:00
497,PETR4,14.14,1900-01-01 14:30:00
498,PETR4,14.19,1900-01-01 14:45:00
499,PETR4,14.21,1900-01-01 15:00:00
500,PETR4,14.19,1900-01-01 15:15:00
501,PETR4,14.19,1900-01-01 15:30:00
502,PETR4,14.19,1900-01-01 15:45:00
503,PETR4,14.17,1900-01-01 16:00:00
504,PETR4,14.19,1900-01-01 16:15:00
505,PETR4,14.2,1900-01-01 16:30:00
506,PETR4,14.15,1900-01-01 16:45:00
507,PETR4,14.14,1900-01-01 17:00:00
508,PETR4,14.14,1900-01-01 17:15:00
509,PETR4,14.14,1900-01-01 17:30:00
510,PETR4,14.15,1900-01-01 17:45:00
511,PETR4,14.15,1900-01-01 18:00:00
575,PETR4,14.36,1900-01-01 10:15:00
576,PETR4,14.37,1900-01-01 10:30:00
577,PETR4,14.45,1900-01-01 10:45:00
578,PETR4,14.53,1900-01-01 11:00:00
579,PETR4,14.55,1900-01-01 11:15:00
580,PETR4,14.53,1900-01-01 11:30:00
581,PETR4,14.7,1900-01-01 11:45:00
582,PETR4,14.71,1900-01-01 12:00:00
583,PETR4,14.64,1900-01-01 12:15:00
584,PETR4,14.62,1900-01-01 12:30:00
585,PETR4,14.64,1900-01-01 12:45:00
586,PETR4,14.6,1900-01-01 13:00:00
587,PETR4,14.64,1900-01-01 13:15:00
588,PETR4,14.62,1900-01-01 13:30:00
589,PETR4,14.65,1900-01-01 13:45:00
590,PETR4,14.68,1900-01-01 14:00:00
591,PETR4,14.68,1900-01-01 14:15:00
592,PETR4,14.68,1900-01-01 14:30:00
593,PETR4,14.63,1900-01-01 14:45:00
594,PETR4,14.63,1900-01-01 15:00:00
595,PETR4,14.63,1900-01-01 15:15:00
596,PETR4,14.66,1900-01-01 15:30:00
597,PETR4,14.68,1900-01-01 15:45:00
598,PETR4,14.69,1900-01-01 16:00:00
599,PETR4,14.71,1900-01-01 16:15:00
600,PETR4,14.71,1900-01-01 16:30:00
601,PETR4,14.73,1900-01-01 16:45:00
602,PETR4,14.71,1900-01-01 17:00:00
603,PETR4,14.73,1900-01-01 17:15:00
604,PETR4,14.73,1900-01-01 17:30:00
605,PETR4,14.74,1900-01-01 17:45:00
606,PETR4,14.73,1900-01-01 18:00:00
671,PETR4,14.87,1900-01-01 10:15:00
672,PETR4,14.85,1900-01-01 10:30:00
673,PETR4,14.73,1900-01-01 10:45:00
674,PETR4,14.75,1900-01-01 11:00:00
675,PETR4,14.77,1900-01-01 11:15:00
676,PETR4,14.73,1900-01-01 11:30:00
677,PETR4,14.74,1900-01-01 11:45:00
678,PETR4,14.75,1900-01-01 12:00:00
679,PETR4,14.79,1900-01-01 12:15:00
680,PETR4,14.77,1900-01-01 12:30:00
681,PETR4,14.78,1900-01-01 12:45:00
682,PETR4,14.78,1900-01-01 13:00:00
683,PETR4,14.77,1900-01-01 13:15:00
684,PETR4,14.78,1900-01-01 13:30:00
685,PETR4,14.81,1900-01-01 13:45:00
686,PETR4,14.8,1900-01-01 14:00:00
687,PETR4,14.8,1900-01-01 14:15:00
688,PETR4,14.75,1900-01-01 14:30:00
689,PETR4,14.78,1900-01-01 14:45:00
690,PETR4,14.78,1900-01-01 15:00:00
