,INSTRUMENT,TRADE_PRICE,TRADE_TIME
191,ITUB4,39.67,1900-01-01 10:10:00
192,ITUB4,39.77,1900-01-01 10:15:00
193,ITUB4,39.72,1900-01-01 10:20:00
194,ITUB4,39.75,1900-01-01 10:25:00
195,ITUB4,39.78,1900-01-01 10:30:00
196,ITUB4,39.76,1900-01-01 10:35:00
197,ITUB4,39.74,1900-01-01 10:40:00
198,ITUB4,39.69,1900-01-01 10:45:00
199,ITUB4,39.72,1900-01-01 10:50:00
200,ITUB4,39.85,1900-01-01 10:55:00
201,ITUB4,39.85,1900-01-01 11:00:00
202,ITUB4,39.81,1900-01-01 11:05:00
203,ITUB4,39.81,1900-01-01 11:10:00
204,ITUB4,39.84,1900-01-01 11:15:00
205,ITUB4,39.81,1900-01-01 11:20:00
206,ITUB4,39.83,1900-01-01 11:25:00
207,ITUB4,39.91,1900-01-01 11:30:00
208,ITUB4,39.9,1900-01-01 11:35:00
209,ITUB4,39.9,1900-01-01 11:40:00
210,ITUB4,39.9,1900-01-01 11:45:00
211,ITUB4,39.88,1900-01-01 11:50:00
212,ITUB4,39.89,1900-01-01 11:55:00
213,ITUB4,39.87,1900-01-01 12:00:00
214,ITUB4,39.79,1900-01-01 12:05:00
215,ITUB4,39.8,1900-01-01 12:10:00
216,ITUB4,39.84,1900-01-01 12:15:00
217,ITUB4,39.82,1900-01-01 12:20:00
218,ITUB4,39.78,1900-01-01 12:25:00
219,ITUB4,39.79,1900-01-01 12:30:00
220,ITUB4,39.8,1900-01-01 12:35:00
221,ITUB4,39.77,1900-01-01 12:40:00
222,ITUB4,39.79,1900-01-01 12:45:00
223,ITUB4,39.83,1900-01-01 12:50:00
224,ITUB4,39.83,1900-01-01 12:55:00
225,ITUB4,39.75,1900-01-01 13:00:00
226,ITUB4,39.78,1900-01-01 13:05:00
227,ITUB4,39.82,1900-01-01 13:10:00
228,ITUB4,39.83,1900-01-01 13:15:00
229,ITUB4,39.94,1900-01-01 13:20:00
230,ITUB4,40.0,1900-01-01 13:25:00
231,ITUB4,40.0,1900-01-01 13:30:00
232,ITUB4,40.03,1900-01-01 13:35:00
233,ITUB4,40.0,1900-01-01 13:40:00
234,ITUB4,39.98,1900-01-01 13:45:00
