,INSTRUMENT,TRADE_PRICE,TRADE_TIME
96,ITUB4,39.67,1900-01-01 10:10:00
97,ITUB4,39.72,1900-01-01 10:20:00
98,ITUB4,39.78,1900-01-01 10:30:00
99,ITUB4,39.74,1900-01-01 10:40:00
100,ITUB4,39.72,1900-01-01 10:50:00
101,ITUB4,39.85,1900-01-01 11:00:00
102,ITUB4,39.81,1900-01-01 11:10:00
103,ITUB4,39.81,1900-01-01 11:20:00
104,ITUB4,39.91,1900-01-01 11:30:00
105,ITUB4,39.9,1900-01-01 11:40:00
106,ITUB4,39.88,1900-01-01 11:50:00
107,ITUB4,39.87,1900-01-01 12:00:00
108,ITUB4,39.8,1900-01-01 12:10:00
109,ITUB4,39.82,1900-01-01 12:20:00
110,ITUB4,39.79,1900-01-01 12:30:00
111,ITUB4,39.77,1900-01-01 12:40:00
112,ITUB4,39.83,1900-01-01 12:50:00
113,ITUB4,39.75,1900-01-01 13:00:00
114,ITUB4,39.82,1900-01-01 13:10:00
115,ITUB4,39.94,1900-01-01 13:20:00
116,ITUB4,40.0,1900-01-01 13:30:00
117,ITUB4,40.0,1900-01-01 13:40:00
118,ITUB4,39.96,1900-01-01 13:50:00
119,ITUB4,40.01,1900-01-01 14:00:00
120,ITUB4,40.12,1900-01-01 14:10:00
121,ITUB4,40.08,1900-01-01 14:20:00
122,ITUB4,40.03,1900-01-01 14:30:00
123,ITUB4,40.04,1900-01-01 14:40:00
124,ITUB4,40.06,1900-01-01 14:50:00
125,ITUB4,39.96,1900-01-01 15:00:00
126,ITUB4,40.07,1900-01-01 15:10:00
127,ITUB4,40.06,1900-01-01 15:20:00
128,ITUB4,40.06,1900-01-01 15:30:00
129,ITUB4,40.07,1900-01-01 15:40:00
130,ITUB4,40.04,1900-01-01 15:50:00
131,ITUB4,39.88,1900-01-01 16:00:00
132,ITUB4,39.9,1900-01-01 16:10:00
133,ITUB4,40.02,1900-01-01 16:20:00
134,ITUB4,39.96,1900-01-01 16:30:00
135,ITUB4,39.99,1900-01-01 16:40:00
136,ITUB4,40.03,1900-01-01 16:50:00
137,ITUB4,40.03,1900-01-01 17:00:00
138,ITUB4,40.05,1900-01-01 17:10:00
139,ITUB4,40.05,1900-01-01 17:20:00
140,ITUB4,40.05,1900-01-01 17:30:00
141,ITUB4,40.14,1900-01-01 17:40:00
142,ITUB4,40.06,1900-01-01 17:50:00
143,ITUB4,40.06,1900-01-01 18:00:00
240,ITUB4,40.17,1900-01-01 10:10:00
