,INSTRUMENT,TRADE_PRICE,TRADE_TIME
95,BVMF3,19.09,1900-01-01 10:05:00
96,BVMF3,19.13,1900-01-01 10:10:00
97,BVMF3,19.16,1900-01-01 10:15:00
98,BVMF3,19.17,1900-01-01 10:20:00
99,BVMF3,19.18,1900-01-01 10:25:00
100,BVMF3,19.27,1900-01-01 10:30:00
101,BVMF3,19.28,1900-01-01 10:35:00
102,BVMF3,19.25,1900-01-01 10:40:00
103,BVMF3,19.27,1900-01-01 10:45:00
104,BVMF3,19.28,1900-01-01 10:50:00
105,BVMF3,19.38,1900-01-01 10:55:00
106,BVMF3,19.44,1900-01-01 11:00:00
107,BVMF3,19.36,1900-01-01 11:05:00
108,BVMF3,19.44,1900-01-01 11:10:00
109,BVMF3,19.48,1900-01-01 11:15:00
110,BVMF3,19.48,1900-01-01 11:20:00
111,BVMF3,19.46,1900-01-01 11:25:00
112,BVMF3,19.49,1900-01-01 11:30:00
113,BVMF3,19.5,1900-01-01 11:35:00
114,BVMF3,19.51,1900-01-01 11:40:00
115,BVMF3,19.51,1900-01-01 11:45:00
116,BVMF3,19.51,1900-01-01 11:50:00
117,BVMF3,19.52,1900-01-01 11:55:00
118,BVMF3,19.51,1900-01-01 12:00:00
119,BVMF3,19.51,1900-01-01 12:05:00
120,BVMF3,19.5,1900-01-01 12:10:00
121,BVMF3,19.53,1900-01-01 12:15:00
122,BVMF3,19.56,1900-01-01 12:20:00
123,BVMF3,19.53,1900-01-01 12:25:00
124,BVMF3,19.54,1900-01-01 12:30:00
125,BVMF3,19.55,1900-01-01 12:35:00
126,BVMF3,19.54,1900-01-01 12:40:00
127,BVMF3,19.56,1900-01-01 12:45:00
128,BVMF3,19.55,1900-01-01 12:50:00
129,BVMF3,19.54,1900-01-01 12:55:00
130,BVMF3,19.53,1900-01-01 13:00:00
131,BVMF3,19.5,1900-01-01 13:05:00
132,BVMF3,19.5,1900-01-01 13:10:00
133,BVMF3,19.5,1900-01-01 13:15:00
134,BVMF3,19.47,1900-01-01 13:20:00
135,BVMF3,19.49,1900-01-01 13:25:00
136,BVMF3,19.53,1900-01-01 13:30:00
137,BVMF3,19.55,1900-01-01 13:35:00
138,BVMF3,19.55,1900-01-01 13:40:00
139,BVMF3,19.5,1900-01-01 13:45:00
140,BVMF3,19.48,1900-01-01 13:50:00
141,BVMF3,19.46,1900-01-01 13:55:00
142,BVMF3,19.45,1900-01-01 14:00:00
143,BVMF3,19.5,1900-01-01 14:05:00
144,BVMF3,19.54,1900-01-01 14:10:00
145,BVMF3,19.46,1900-01-01 14:15:00
146,BVMF3,19.43,1900-01-01 14:20:00
147,BVMF3,19.43,1900-01-01 14:25:00
148,BVMF3,19.44,1900-01-01 14:30:00
149,BVMF3,19.41,1900-01-01 14:35:00
150,BVMF3,19.45,1900-01-01 14:40:00
151,BVMF3,19.45,1900-01-01 14:45:00
152,BVMF3,19.5,1900-01-01 14:50:00
153,BVMF3,19.52,1900-01-01 14:55:00
154,BVMF3,19.53,1900-01-01 15:00:00
155,BVMF3,19.55,1900-01-01 15:05:00
156,BVMF3,19.55,1900-01-01 15:10:00
157,BVMF3,19.59,1900-01-01 15:15:00
158,BVMF3,19.58,1900-01-01 15:20:00
159,BVMF3,19.6,1900-01-01 15:25:00
160,BVMF3,19.59,1900-01-01 15:30:00
161,BVMF3,19.59,1900-01-01 15:35:00
162,BVMF3,19.56,1900-01-01 15:40:00
163,BVMF3,19.55,1900-01-01 15:45:00
