,INSTRUMENT,TRADE_PRICE,TRADE_TIME
0,PETR4,14.12,1900-01-01 10:10:00
1,PETR4,14.09,1900-01-01 10:15:00
2,PETR4,14.09,1900-01-01 10:20:00
3,PETR4,14.15,1900-01-01 10:25:00
4,PETR4,14.18,1900-01-01 10:30:00
5,PETR4,14.16,1900-01-01 10:35:00
6,PETR4,14.15,1900-01-01 10:40:00
7,PETR4,14.14,1900-01-01 10:45:00
8,PETR4,14.15,1900-01-01 10:50:00
9,PETR4,14.19,1900-01-01 10:55:00
10,PETR4,14.2,1900-01-01 11:00:00
11,PETR4,14.21,1900-01-01 11:05:00
12,PETR4,14.24,1900-01-01 11:10:00
13,PETR4,14.23,1900-01-01 11:15:00
14,PETR4,14.22,1900-01-01 11:20:00
15,PETR4,14.19,1900-01-01 11:25:00
16,PETR4,14.2,1900-01-01 11:30:00
17,PETR4,14.23,1900-01-01 11:35:00
18,PETR4,14.23,1900-01-01 11:40:00
19,PETR4,14.25,1900-01-01 11:45:00
20,PETR4,14.24,1900-01-01 11:50:00
21,PETR4,14.25,1900-01-01 11:55:00
22,PETR4,14.22,1900-01-01 12:00:00
23,PETR4,14.22,1900-01-01 12:05:00
24,PETR4,14.22,1900-01-01 12:10:00
25,PETR4,14.23,1900-01-01 12:15:00
26,PETR4,14.21,1900-01-01 12:20:00
27,PETR4,14.18,1900-01-01 12:25:00
28,PETR4,14.18,1900-01-01 12:30:00
29,PETR4,14.2,1900-01-01 12:35:00
30,PETR4,14.2,1900-01-01 12:40:00
31,PETR4,14.2,1900-01-01 12:45:00
32,PETR4,14.22,1900-01-01 12:50:00
33,PETR4,14.2,1900-01-01 12:55:00
34,PETR4,14.18,1900-01-01 13:00:00
35,PETR4,14.21,1900-01-01 13:05:00
36,PETR4,14.2,1900-01-01 13:10:00
37,PETR4,14.2,1900-01-01 13:15:00
38,PETR4,14.21,1900-01-01 13:20:00
39,PETR4,14.27,1900-01-01 13:25:00
40,PETR4,14.28,1900-01-01 13:30:00
41,PETR4,14.29,1900-01-01 13:35:00
42,PETR4,14.3,1900-01-01 13:40:00
43,PETR4,14.28,1900-01-01 13:45:00
44,PETR4,14.28,1900-01-01 13:50:00
45,PETR4,14.29,1900-01-01 13:55:00
46,PETR4,14.31,1900-01-01 14:00:00
47,PETR4,14.32,1900-01-01 14:05:00
48,PETR4,14.33,1900-01-01 14:10:00
49,PETR4,14.32,1900-01-01 14:15:00
50,PETR4,14.32,1900-01-01 14:20:00
51,PETR4,14.31,1900-01-01 14:25:00
52,PETR4,14.31,1900-01-01 14:30:00
53,PETR4,14.3,1900-01-01 14:35:00
54,PETR4,14.33,1900-01-01 14:40:00
55,PETR4,14.33,1900-01-01 14:45:00
56,PETR4,14.31,1900-01-01 14:50:00
57,PETR4,14.17,1900-01-01 14:55:00
58,PETR4,14.21,1900-01-01 15:00:00
59,PETR4,14.18,1900-01-01 15:05:00
60,PETR4,14.19,1900-01-01 15:10:00
61,PETR4,14.2,1900-01-01 15:15:00
62,PETR4,14.19,1900-01-01 15:20:00
63,PETR4,14.09,1900-01-01 15:25:00
64,PETR4,13.98,1900-01-01 15:30:00
65,PETR4,14.04,1900-01-01 15:35:00
66,PETR4,14.01,1900-01-01 15:40:00
67,PETR4,13.96,1900-01-01 15:45:00
68,PETR4,13.88,1900-01-01 15:50:00
69,PETR4,13.86,1900-01-01 15:55:00
70,PETR4,13.91,1900-01-01 16:00:00
71,PETR4,13.93,1900-01-01 16:05:00
72,PETR4,13.95,1900-01-01 16:10:00
73,PETR4,13.98,1900-01-01 16:15:00
74,PETR4,13.97,1900-01-01 16:20:00
75,PETR4,13.96,1900-01-01 16:25:00
76,PETR4,13.96,1900-01-01 16:30:00
77,PETR4,13.97,1900-01-01 16:35:00
78,PETR4,13.98,1900-01-01 16:40:00
79,PETR4,14.0,1900-01-01 16:45:00
80,PETR4,14.01,1900-01-01 16:50:00
81,PETR4,13.98,1900-01-01 16:55:00
82,PETR4,13.98,1900-01-01 17:00:00
83,PETR4,13.98,1900-01-01 17:05:00
84,PETR4,13.99,1900-01-01 17:10:00
85,PETR4,13.99,1900-01-01 17:15:00
